code,numero,giocatore,ruolo,ruolo_cod,voto,gol_fatti_subiti,assist,rigori_realizzati,rigori_sbagliati,autogol,ammonizioni,espulsioni,fantavoto,squadra,dots,yyss
2,33,Rispoli A.,Dif,D,5.0,,,,,,1.0,,4.5,Parma,15,2014-15
3,11,De Ceglie P.,Dif,D,6.0,,,,,,,,6.0,Parma,15,2014-15
4,6,Lucarelli A.,Dif,D,6.0,,,,,,1.0,,5.5,Parma,15,2014-15
5,27,Santacroce F.,Dif,D,6.0,,,,,,1.0,,5.5,Parma,15,2014-15
6,21,Lodi F.,Cen,C,5.0,,,,,,,,5.0,Parma,15,2014-15
7,14,Galloppa D.,Cen,C,5.0,,,,,,,,5.0,Parma,15,2014-15
8,8,Mauri J.,Cen,C,6.5,,,,,,,,6.5,Parma,15,2014-15
9,17,Palladino R.,Att,A,5.0,,,,,,,,5.0,Parma,15,2014-15
10,99,Cassano A.,Att,A,5.0,,,,,,,,5.0,Parma,15,2014-15
11,29,Paletta G.,Dif,D,6.0,,,,,,,,6.0,Parma,15,2014-15
12,30,Acquah A.,Cen,C,6.0,,,,,,1.0,,5.5,Parma,15,2014-15
13,80,Jorquera C.,Cen,C,5.5,,,,,,,,5.5,Parma,15,2014-15
0,26,De Sanctis M.,Por,P,6.0,,,,,,,,6.0,Roma,15,2014-15
1,25,Holebas J.,Dif,D,6.0,,,,,,,,6.0,Roma,15,2014-15
2,2,Yanga Mbiwa M.,Dif,D,6.5,,,,,,1.0,,6.0,Roma,15,2014-15
3,13,Maicon D.,Dif,D,7.0,,1.0,,,,,,8.0,Roma,15,2014-15
4,23,Astori D.,Dif,D,6.5,,,,,,1.0,,6.0,Roma,15,2014-15
5,15,Pjanic M.,Cen,C,6.5,,,,,,1.0,,6.0,Roma,15,2014-15
6,20,Keita S.,Cen,C,6.0,,,,,,,,6.0,Roma,15,2014-15
7,24,Florenzi A.,Cen,C,5.5,,,,,,,,5.5,Roma,15,2014-15
8,4,Nainggolan R.,Cen,C,7.5,1.0,,,,,,,10.5,Roma,15,2014-15
9,8,Ljajic A.,Att,A,5.5,,,,1.0,,,,2.5,Roma,15,2014-15
10,27,Gervinho,Att,A,5.0,,,,,,,,5.0,Roma,15,2014-15
11,7,Iturbe J.,Att,A,5.0,,,,,,,,5.0,Roma,15,2014-15
12,10,Totti F.,Att,A,,,,,,,,,,Roma,15,2014-15
0,33,Romero S.,Por,P,7.0,-1.0,,,,,1.0,,5.5,Sampdoria,15,2014-15
1,19,Regini V.,Dif,D,6.0,,,,,,1.0,,5.5,Sampdoria,15,2014-15
2,5,Romagnoli A.,Dif,D,6.0,,,,,,1.0,,5.5,Sampdoria,15,2014-15
3,86,Cacciatore F.,Dif,D,6.0,,,,,,,,6.0,Sampdoria,15,2014-15
4,28,Gastaldello D.,Dif,D,6.5,,,,,,,,6.5,Sampdoria,15,2014-15
5,17,Palombo A.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,15,2014-15
6,14,Obiang P.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,15,2014-15
7,10,Krsticic N.,Cen,C,5.0,,,,,,,,5.0,Sampdoria,15,2014-15
8,22,Rizzo L.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,15,2014-15
9,9,Okaka S.,Att,A,5.5,,,,,,1.0,,5.0,Sampdoria,15,2014-15
10,23,Eder C.,Att,A,6.5,,,,,,,,6.5,Sampdoria,15,2014-15
11,6,Duncan A.,Cen,C,,,,,,,,,,Sampdoria,15,2014-15
12,18,Bergessio G.,Att,A,6.0,,,,,,,,6.0,Sampdoria,15,2014-15
13,11,Gabbiadini M.,Att,A,7.0,1.0,,,,,1.0,,9.5,Sampdoria,15,2014-15
0,47,Consigli A.,Por,P,5.0,-1.0,,,,,,1.0,3.0,Sassuolo,15,2014-15
1,3,Longhi A.,Dif,D,5.5,,,,,,,,5.5,Sassuolo,15,2014-15
2,15,Acerbi F.,Dif,D,6.0,,,,,,,,6.0,Sassuolo,15,2014-15
3,28,Cannavaro P.,Dif,D,5.0,,,,,,,1.0,4.0,Sassuolo,15,2014-15
4,23,Gazzola M.,Dif,D,6.5,,,,,,1.0,,6.0,Sassuolo,15,2014-15
5,4,Magnanelli F.,Cen,C,5.5,,,,,,1.0,,5.0,Sassuolo,15,2014-15
6,19,Taider S.,Cen,C,6.0,,,,,,,,6.0,Sassuolo,15,2014-15
7,7,Missiroli S.,Cen,C,5.5,,,,,,,,5.5,Sassuolo,15,2014-15
8,17,Sansone N.,Att,A,5.0,,,,,,,,5.0,Sassuolo,15,2014-15
9,83,Floro Flores A.,Att,A,5.0,,,,,,,,5.0,Sassuolo,15,2014-15
10,10,Zaza S.,Att,A,5.5,,,,,,1.0,,5.0,Sassuolo,15,2014-15
11,1,Pomini A.,Por,P,6.0,-1.0,,,,,,,5.0,Sassuolo,15,2014-15
12,99,Floccari S.,Att,A,6.0,,,,,,,,6.0,Sassuolo,15,2014-15
13,14,Pavoletti L.,Att,A,6.5,1.0,,,,,,,9.5,Sassuolo,15,2014-15
0,1,Gillet J.,Por,P,7.0,,,,,,,,7.0,Torino,15,2014-15
1,19,Maksimovic N.,Dif,D,5.5,,,,,,,,5.5,Torino,15,2014-15
2,24,Moretti E.,Dif,D,6.0,,,,,,1.0,,5.5,Torino,15,2014-15
3,3,Molinaro C.,Dif,D,5.5,,,,,,,,5.5,Torino,15,2014-15
4,18,Jansson P.,Dif,D,4.5,,,,,,,1.0,3.5,Torino,15,2014-15
5,36,Darmian M.,Dif,D,6.5,,,,,,,,6.5,Torino,15,2014-15
6,5,Bovo C.,Dif,D,6.0,,,,,,,,6.0,Torino,15,2014-15
7,7,El Kaddouri O.,Cen,C,5.5,,,,,,1.0,,5.0,Torino,15,2014-15
8,14,Gazzi A.,Cen,C,5.5,,,,,,1.0,,5.0,Torino,15,2014-15
9,17,Martinez J.,Att,A,6.0,,,,,,,,6.0,Torino,15,2014-15
10,27,Quagliarella F.,Att,A,5.0,,,,,,,,5.0,Torino,15,2014-15
11,33,Peres B.,Dif,D,5.5,,,,,,,,5.5,Torino,15,2014-15
12,8,Farnerud A.,Cen,C,,,,,,,,,,Torino,15,2014-15
13,22,Amauri C.,Att,A,6.0,,,,,,,,6.0,Torino,15,2014-15
0,31,Karnezis O.,Por,P,5.0,-2.0,,,,,,,3.0,Udinese,15,2014-15
1,26,Pasquale G.,Dif,D,5.0,,,,,,,,5.0,Udinese,15,2014-15
2,11,Domizzi M.,Dif,D,5.5,,,,,,,,5.5,Udinese,15,2014-15
3,5,Danilo L.,Dif,D,5.5,,,,,,,,5.5,Udinese,15,2014-15
4,75,Heurtaux T.,Dif,D,5.0,,,,,,,,5.0,Udinese,15,2014-15
5,7,Badu E.,Cen,C,5.0,,,,,,,,5.0,Udinese,15,2014-15
6,19,Guilherme d.,Cen,C,5.0,,,,,,,,5.0,Udinese,15,2014-15
7,8,Fernandes B.,Cen,C,6.0,,1.0,,,,,,7.0,Udinese,15,2014-15
8,27,Widmer S.,Cen,C,5.0,,,,,,,,5.0,Udinese,15,2014-15
9,6,Allan M.,Cen,C,5.0,,,,,,1.0,,4.5,Udinese,15,2014-15
10,10,Di Natale A.,Att,A,7.0,1.0,,,,,1.0,,9.5,Udinese,15,2014-15
11,33,Kone P.,Cen,C,,,,,,,,,,Udinese,15,2014-15
12,95,Evangelista L.,Cen,C,5.0,,,,,,,,5.0,Udinese,15,2014-15
13,77,Thereau C.,Att,A,5.5,,,,,,,,5.5,Udinese,15,2014-15
0,22,Benussi F.,Por,P,6.5,-1.0,,,,,1.0,,5.0,Verona,15,2014-15
1,33,Agostini A.,Dif,D,5.5,,,,,,1.0,,5.0,Verona,15,2014-15
2,2,Rodriguez G.,Dif,D,5.0,,,,,,,,5.0,Verona,15,2014-15
3,25,Marques R.,Dif,D,5.5,,,,,,,,5.5,Verona,15,2014-15
4,71,Martic I.,Dif,D,6.0,,,,,,,,6.0,Verona,15,2014-15
5,18,Moras E.,Dif,D,6.5,,,,,,,,6.5,Verona,15,2014-15
6,20,Christodoulopoulos L.,Cen,C,8.0,1.0,,,,,,,11.0,Verona,15,2014-15
7,10,Hallfredsson E.,Cen,C,6.0,,,,,,,,6.0,Verona,15,2014-15
8,77,Tachtsidis P.,Cen,C,6.0,,,,,,1.0,,5.5,Verona,15,2014-15
9,9,Toni L.,Att,A,7.5,1.0,,,,,,,10.5,Verona,15,2014-15
10,17,Nico Lopez F.,Att,A,6.0,,,,,,,,6.0,Verona,15,2014-15
11,40,Gonzalez A.,Dif,D,6.0,,,,,,1.0,,5.5,Verona,15,2014-15
12,27,Valoti M.,Cen,C,5.5,,,,,,1.0,,5.0,Verona,15,2014-15
13,93,Fares M.,Att,A,,,,,,,,,,Verona,15,2014-15
0,57,Sportiello M.,Por,P,5.5,-3.0,,,,,,,2.5,Atalanta,16,2014-15
1,93,Drame' B.,Dif,D,5.5,,,,,,,,5.5,Atalanta,16,2014-15
2,29,Benalouane Y.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,16,2014-15
3,22,Zappacosta D.,Dif,D,5.5,,,,,,,,5.5,Atalanta,16,2014-15
4,2,Stendardo G.,Dif,D,5.5,,,,,,,,5.5,Atalanta,16,2014-15
5,16,Baselli D.,Cen,C,5.0,,,,,,1.0,,4.5,Atalanta,16,2014-15
6,17,Carmona C.,Cen,C,5.0,,,,,,1.0,,4.5,Atalanta,16,2014-15
7,21,Cigarini L.,Cen,C,6.0,,,,,,1.0,,5.5,Atalanta,16,2014-15
8,11,Moralez M.,Cen,C,6.0,1.0,,,,,,,9.0,Atalanta,16,2014-15
9,99,Boakye R.,Att,A,4.0,,,,,,,,4.0,Atalanta,16,2014-15
10,19,Denis G.,Att,A,6.5,2.0,,1.0,,,,,12.5,Atalanta,16,2014-15
11,10,Gomez A.,Cen,C,6.0,,,,,,,,6.0,Atalanta,16,2014-15
12,7,D'alessandro M.,Cen,C,,,,,,,,,,Atalanta,16,2014-15
13,9,Bianchi R.,Att,A,6.0,,,,,,1.0,,5.5,Atalanta,16,2014-15
0,27,Cragno A.,Por,P,5.0,-3.0,,,,,,,2.0,Cagliari,16,2014-15
1,15,Rossettini L.,Dif,D,6.0,1.0,,,,,1.0,,8.5,Cagliari,16,2014-15
2,8,Avelar D.,Dif,D,5.0,,,,,,1.0,,4.5,Cagliari,16,2014-15
3,21,Balzano A.,Dif,D,5.0,,,,,,,,5.0,Cagliari,16,2014-15
4,24,Benedetti S.,Dif,D,5.0,,,,,,,,5.0,Cagliari,16,2014-15
5,32,Ceppitelli L.,Dif,D,4.5,,,,,,1.0,,4.0,Cagliari,16,2014-15
6,33,Capuano M.,Dif,D,5.5,,,,,,1.0,,5.0,Cagliari,16,2014-15
7,7,Cossu A.,Cen,C,5.5,,1.0,,,,,,6.5,Cagliari,16,2014-15
8,20,Ekdal A.,Cen,C,6.5,,,,,,,,6.5,Cagliari,16,2014-15
9,5,Conti D.,Cen,C,5.0,,,,,,,,5.0,Cagliari,16,2014-15
10,23,Ibarbo V.,Att,A,4.5,,,,,,,,4.5,Cagliari,16,2014-15
11,13,Caio Rangel,Cen,C,5.5,,,,,,,,5.5,Cagliari,16,2014-15
12,30,Donsah G.,Cen,C,6.0,,,,,,,,6.0,Cagliari,16,2014-15
0,1,Leali N.,Por,P,6.5,-1.0,,,,,,,5.5,Cesena,16,2014-15
1,3,Mazzotta A.,Dif,D,6.5,,,,,,,,6.5,Cesena,16,2014-15
2,6,Lucchini S.,Dif,D,6.0,,,,,,,,6.0,Cesena,16,2014-15
3,17,Magnusson H.,Dif,D,6.0,,,,,,,,6.0,Cesena,16,2014-15
4,25,Capelli D.,Dif,D,6.0,,,,,,,,6.0,Cesena,16,2014-15
5,7,Carbonero C.,Cen,C,5.0,,,,,,,,5.0,Cesena,16,2014-15
6,34,Cascione E.,Cen,C,6.5,,,,,,,,6.5,Cesena,16,2014-15
7,5,Giorgi L.,Cen,C,6.5,,,,,,,,6.5,Cesena,16,2014-15
8,77,Ze' Eduardo,Cen,C,6.5,1.0,,,,,,,9.5,Cesena,16,2014-15
9,27,Hugo Almeida,Att,A,5.0,,,,,,,,5.0,Cesena,16,2014-15
10,92,Defrel G.,Att,A,7.0,,1.0,,,,1.0,,7.5,Cesena,16,2014-15
11,11,Brienza F.,Cen,C,6.5,,,,,,,,6.5,Cesena,16,2014-15
12,19,Succi D.,Att,A,,,,,,,,,,Cesena,16,2014-15
13,9,Rodriguez A.,Att,A,,,,,,,,,,Cesena,16,2014-15
0,1,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Chievo,16,2014-15
1,12,Cesar B.,Dif,D,6.5,,,,,,,,6.5,Chievo,16,2014-15
2,87,Zukanovic E.,Dif,D,6.5,,1.0,,,,,,7.5,Chievo,16,2014-15
3,21,Frey N.,Dif,D,5.5,,,,,,,,5.5,Chievo,16,2014-15
4,5,Gamberini A.,Dif,D,6.0,,,,,,,,6.0,Chievo,16,2014-15
5,23,Birsa V.,Cen,C,5.5,,,,,,,,5.5,Chievo,16,2014-15
6,56,Hetemaj P.,Cen,C,6.5,,,,,,,,6.5,Chievo,16,2014-15
7,8,Radovanovic I.,Cen,C,7.0,,,,,,1.0,,6.5,Chievo,16,2014-15
8,13,Izco M.,Cen,C,6.0,,,,,,,,6.0,Chievo,16,2014-15
9,69,Meggiorini R.,Att,A,5.5,,,,,,,,5.5,Chievo,16,2014-15
10,43,Paloschi A.,Att,A,7.0,1.0,,,,,1.0,,9.5,Chievo,16,2014-15
11,3,Dainelli D.,Dif,D,6.0,,,,,,,,6.0,Chievo,16,2014-15
12,24,Schelotto E.,Cen,C,6.0,,,,,,,,6.0,Chievo,16,2014-15
13,31,Pellissier S.,Att,A,6.0,,,,,,,,6.0,Chievo,16,2014-15
0,33,Sepe L.,Por,P,7.0,-1.0,,,,,,,6.0,Empoli,16,2014-15
1,21,Mario Rui,Dif,D,6.0,,,,,,,,6.0,Empoli,16,2014-15
2,26,Tonelli L.,Dif,D,7.0,1.0,,,,,,,10.0,Empoli,16,2014-15
3,24,Rugani D.,Dif,D,5.5,,,,,,,,5.5,Empoli,16,2014-15
4,23,Hysaj E.,Dif,D,6.0,,,,,,,,6.0,Empoli,16,2014-15
5,6,Valdifiori M.,Cen,C,6.5,,1.0,,,,1.0,,7.0,Empoli,16,2014-15
6,8,Signorelli F.,Cen,C,6.0,,,,,,,,6.0,Empoli,16,2014-15
7,11,Croce D.,Cen,C,6.5,,,,,,,,6.5,Empoli,16,2014-15
8,18,Verdi S.,Cen,C,5.5,,,,,,,,5.5,Empoli,16,2014-15
9,10,Tavano F.,Att,A,5.5,,,,,,,,5.5,Empoli,16,2014-15
10,7,Maccarone M.,Att,A,6.5,,,,,,1.0,,6.0,Empoli,16,2014-15
11,27,Zielinski P.,Cen,C,6.0,,,,,,1.0,,5.5,Empoli,16,2014-15
12,20,Pucciarelli M.,Cen,C,6.0,,,,,,1.0,,5.5,Empoli,16,2014-15
13,9,Mchedlidze L.,Att,A,6.0,,,,,,,,6.0,Empoli,16,2014-15
0,1,Neto N.,Por,P,7.0,-1.0,,,,,,,6.0,Fiorentina,16,2014-15
1,2,Rodriguez G.,Dif,D,6.5,,,,,,,,6.5,Fiorentina,16,2014-15
2,19,Basanta J.,Dif,D,5.5,,,,,,,,5.5,Fiorentina,16,2014-15
3,15,Savic S.,Dif,D,6.0,,,,,,,,6.0,Fiorentina,16,2014-15
4,6,Vargas J.,Cen,C,7.0,1.0,,,,,,,10.0,Fiorentina,16,2014-15
5,17,Joaquin,Cen,C,6.5,,,,,,,,6.5,Fiorentina,16,2014-15
6,14,Fernandez M.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,16,2014-15
7,11,Cuadrado J.,Cen,C,6.0,,,,,,,,6.0,Fiorentina,16,2014-15
8,7,Pizarro D.,Cen,C,6.5,,,,,,,,6.5,Fiorentina,16,2014-15
9,20,Borja Valero,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,16,2014-15
10,33,Gomez M.,Att,A,6.0,,,,,,,,6.0,Fiorentina,16,2014-15
11,28,Alonso M.,Dif,D,,,,,,,,,,Fiorentina,16,2014-15
12,10,Aquilani A.,Cen,C,5.5,,,,,,1.0,,5.0,Fiorentina,16,2014-15
13,77,El Hamdaoui M.,Att,A,,,,,,,1.0,,,Fiorentina,16,2014-15
0,23,Lamanna E.,Por,P,5.5,-2.0,,,,,,,3.5,Genoa,16,2014-15
1,87,Rosi A.,Dif,D,6.0,,,,,,,,6.0,Genoa,16,2014-15
2,8,Burdisso N.,Dif,D,6.5,,,,,,1.0,,6.0,Genoa,16,2014-15
3,14,Roncaglia F.,Dif,D,6.0,,,,,,,,6.0,Genoa,16,2014-15
4,15,Marchese G.,Dif,D,5.0,,,,,,1.0,,4.5,Genoa,16,2014-15
5,24,Iago F.,Cen,C,6.0,1.0,,,,,1.0,,8.5,Genoa,16,2014-15
6,91,Bertolacci A.,Cen,C,6.0,,,,,,,,6.0,Genoa,16,2014-15
7,69,Sturaro S.,Cen,C,6.5,,,,,,,,6.5,Genoa,16,2014-15
8,88,Rincon T.,Cen,C,6.5,,,,,,1.0,,6.0,Genoa,16,2014-15
9,13,Antonelli L.,Cen,C,5.5,,,,,,,,5.5,Genoa,16,2014-15
10,32,Matri A.,Att,A,5.5,,,,,,,,5.5,Genoa,16,2014-15
11,5,Izzo A.,Dif,D,5.5,,,,,,,,5.5,Genoa,16,2014-15
12,4,De Maio S.,Dif,D,5.5,,,,,,,,5.5,Genoa,16,2014-15
13,19,Greco L.,Cen,C,6.0,,,,,,,,6.0,Genoa,16,2014-15
0,1,Handanovic S.,Por,P,6.0,-2.0,,,,,,,4.0,Inter,16,2014-15
1,55,Nagatomo Y.,Dif,D,5.5,,,,,,,,5.5,Inter,16,2014-15
2,23,Ranocchia A.,Dif,D,5.0,,,,,,,,5.0,Inter,16,2014-15
3,33,D'ambrosio D.,Dif,D,6.0,,1.0,,,,1.0,,6.5,Inter,16,2014-15
4,22,Dodo' R.,Dif,D,5.0,,,,,,,,5.0,Inter,16,2014-15
5,5,Juan Jesus G.,Dif,D,5.5,,,,,,,,5.5,Inter,16,2014-15
6,17,Kuzmanovic Z.,Cen,C,6.0,,,,,,,,6.0,Inter,16,2014-15
7,13,Guarin F.,Cen,C,5.0,,,,,,,,5.0,Inter,16,2014-15
8,10,Kovacic M.,Cen,C,7.5,1.0,,,,,,,10.5,Inter,16,2014-15
9,9,Icardi M.,Att,A,5.5,,,,,,,,5.5,Inter,16,2014-15
10,8,Palacio R.,Att,A,7.0,1.0,,,,,,,10.0,Inter,16,2014-15
11,14,Campagnaro H.,Dif,D,,,,,,,,,,Inter,16,2014-15
12,18,Medel G.,Cen,C,6.0,,,,,,,,6.0,Inter,16,2014-15
13,97,Bonazzoli F.,Att,A,6.0,,,,,,,,6.0,Inter,16,2014-15
0,1,Buffon G.,Por,P,6.5,-1.0,,,,,,,5.5,Juventus,16,2014-15
1,5,Ogbonna A.,Dif,D,6.0,,,,,,,,6.0,Juventus,16,2014-15
2,3,Chiellini G.,Dif,D,6.5,,,,,,,,6.5,Juventus,16,2014-15
3,33,Evra P.,Dif,D,6.0,,,,,,,,6.0,Juventus,16,2014-15
4,26,Lichtsteiner S.,Dif,D,6.5,,,,,,,,6.5,Juventus,16,2014-15
5,8,Marchisio C.,Cen,C,6.5,,,,,,,,6.5,Juventus,16,2014-15
6,37,Pereyra R.,Cen,C,6.5,,,,,,,,6.5,Juventus,16,2014-15
7,23,Vidal A.,Cen,C,7.5,1.0,,,,,,,10.5,Juventus,16,2014-15
8,21,Pirlo A.,Cen,C,7.0,,1.0,,,,,,8.0,Juventus,16,2014-15
9,14,Llorente F.,Att,A,7.0,1.0,,,,,,,10.0,Juventus,16,2014-15
10,10,Tevez C.,Att,A,7.0,1.0,,,,,,,10.0,Juventus,16,2014-15
11,20,Padoin S.,Cen,C,,,,,,,,,,Juventus,16,2014-15
12,12,Giovinco S.,Att,A,,,,,,,,,,Juventus,16,2014-15
13,9,Morata A.,Att,A,5.5,,,,,,,,5.5,Juventus,16,2014-15
0,22,Marchetti F.,Por,P,6.0,-2.0,,,,,,,4.0,Lazio,16,2014-15
1,26,Radu S.,Dif,D,6.5,,,,,,,,6.5,Lazio,16,2014-15
2,8,Basta D.,Dif,D,6.0,,,,,,,,6.0,Lazio,16,2014-15
3,27,Cana L.,Dif,D,5.5,,,,,,,,5.5,Lazio,16,2014-15
4,3,De Vrij S.,Dif,D,6.5,,,,,,,,6.5,Lazio,16,2014-15
5,7,Felipe Anderson P.,Cen,C,7.5,2.0,,,,,1.0,,13.0,Lazio,16,2014-15
6,24,Ledesma C.,Cen,C,6.5,,,,,,,,6.5,Lazio,16,2014-15
7,16,Parolo M.,Cen,C,6.0,,,,,,,,6.0,Lazio,16,2014-15
8,6,Mauri S.,Cen,C,5.5,,,,,,,,5.5,Lazio,16,2014-15
9,19,Lulic S.,Cen,C,6.0,,,,,,1.0,,5.5,Lazio,16,2014-15
10,11,Klose M.,Att,A,5.5,,,,,,1.0,,5.0,Lazio,16,2014-15
11,23,Onazi O.,Cen,C,5.5,,,,,,,,5.5,Lazio,16,2014-15
12,15,Gonzalez A.,Cen,C,,,,,,,1.0,,,Lazio,16,2014-15
13,9,Djordjevic F.,Att,A,5.5,,,,,,,,5.5,Lazio,16,2014-15
0,23,Diego Lopez R.,Por,P,7.0,,,,,,,,7.0,Milan,16,2014-15
1,17,Zapata C.,Dif,D,6.5,,,,,,,,6.5,Milan,16,2014-15
2,5,Mexes P.,Dif,D,6.5,,,,,,1.0,,6.0,Milan,16,2014-15
3,25,Bonera D.,Dif,D,6.5,,,,,,,,6.5,Milan,16,2014-15
4,16,Poli A.,Cen,C,6.5,,,,,,,,6.5,Milan,16,2014-15
5,28,Bonaventura G.,Cen,C,6.5,,,,,,,,6.5,Milan,16,2014-15
6,7,Menez J.,Cen,C,6.0,,,,,,,,6.0,Milan,16,2014-15
7,10,Honda K.,Cen,C,5.0,,,,,,,,5.0,Milan,16,2014-15
8,34,De Jong N.,Cen,C,5.5,,,,,,1.0,,5.0,Milan,16,2014-15
9,18,Montolivo R.,Cen,C,6.0,,,,,,,,6.0,Milan,16,2014-15
10,27,Armero P.,Cen,C,5.0,,,,,,,1.0,4.0,Milan,16,2014-15
11,33,Alex C.,Dif,D,6.0,,,,,,,,6.0,Milan,16,2014-15
12,4,Muntari S.,Cen,C,,,,,,,,,,Milan,16,2014-15
13,92,El Shaarawy S.,Att,A,,,,,,,,,,Milan,16,2014-15
0,1,Rafael C.,Por,P,6.0,,,,,,,,6.0,Napoli,16,2014-15
1,5,Britos M.,Dif,D,6.0,,,,,,1.0,,5.5,Napoli,16,2014-15
2,31,Ghoulam F.,Dif,D,6.0,,,,,,,,6.0,Napoli,16,2014-15
3,4,Henrique A.,Dif,D,6.0,,,,,,,,6.0,Napoli,16,2014-15
4,11,Maggio C.,Dif,D,6.5,,,,,,,,6.5,Napoli,16,2014-15
5,77,Gargano W.,Cen,C,6.0,,,,,,,,6.0,Napoli,16,2014-15
6,17,Hamsik M.,Cen,C,5.0,,,,,,,,5.0,Napoli,16,2014-15
7,19,David Lopez S.,Cen,C,5.5,,,,,,,,5.5,Napoli,16,2014-15
8,14,Mertens D.,Cen,C,6.0,1.0,,1.0,,,,,9.0,Napoli,16,2014-15
9,7,Callejon J.,Att,A,6.5,,,,,,,,6.5,Napoli,16,2014-15
10,91,Zapata D.,Att,A,7.0,1.0,,,,,,,10.0,Napoli,16,2014-15
11,6,De Guzman J.,Cen,C,6.0,,,,,,,,6.0,Napoli,16,2014-15
12,8,Jorginho F.,Cen,C,,,,,,,,,,Napoli,16,2014-15
13,9,Higuain G.,Att,A,6.5,,,,,,,,6.5,Napoli,16,2014-15
0,70,Sorrentino S.,Por,P,5.5,-3.0,,,,,,,2.5,Palermo,16,2014-15
1,89,Morganella M.,Dif,D,5.5,,,,,,,,5.5,Palermo,16,2014-15
2,6,Munoz E.,Dif,D,5.5,,,,,,,,5.5,Palermo,16,2014-15
3,7,Lazaar A.,Dif,D,5.5,,,,,,,,5.5,Palermo,16,2014-15
4,12,Gonzalez G.,Dif,D,6.0,,,,,,1.0,,5.5,Palermo,16,2014-15
5,4,Andelkovic S.,Dif,D,5.0,,,,,,,,5.0,Palermo,16,2014-15
6,27,Rigoni L.,Cen,C,7.0,1.0,,,,,,,10.0,Palermo,16,2014-15
7,25,Maresca E.,Cen,C,6.5,,,,,,,,6.5,Palermo,16,2014-15
8,20,Vazquez F.,Cen,C,7.5,2.0,1.0,,,,,,14.5,Palermo,16,2014-15
9,8,Barreto E.,Cen,C,7.0,,,,,,,,7.0,Palermo,16,2014-15
10,9,Dybala P.,Att,A,7.0,,1.0,,,,,,8.0,Palermo,16,2014-15
11,15,Bolzoni F.,Cen,C,5.5,,,,,,,,5.5,Palermo,16,2014-15
12,14,Della Rocca F.,Cen,C,5.5,,,,,,1.0,,5.0,Palermo,16,2014-15
13,99,Belotti A.,Att,A,,,,,,,,,,Palermo,16,2014-15
0,83,Mirante A.,Por,P,7.0,-2.0,,,,,,,5.0,Parma,16,2014-15
1,29,Paletta G.,Dif,D,4.5,,,,,,,,4.5,Parma,16,2014-15
2,27,Santacroce F.,Dif,D,6.0,,,,,,1.0,,5.5,Parma,16,2014-15
3,18,Gobbi M.,Dif,D,5.0,,,,,,1.0,,4.5,Parma,16,2014-15
4,6,Lucarelli A.,Dif,D,5.0,,,,,,,,5.0,Parma,16,2014-15
5,11,De Ceglie P.,Dif,D,5.0,,,,,,,,5.0,Parma,16,2014-15
6,8,Mauri J.,Cen,C,5.0,,,,,,,,5.0,Parma,16,2014-15
7,14,Galloppa D.,Cen,C,4.5,,,,,,1.0,,4.0,Parma,16,2014-15
8,30,Acquah A.,Cen,C,5.5,,,,,,,,5.5,Parma,16,2014-15
9,99,Cassano A.,Att,A,5.0,,,,,,,,5.0,Parma,16,2014-15
10,17,Palladino R.,Att,A,5.0,,,,,,,,5.0,Parma,16,2014-15
11,4,Pedro Mendes T.,Dif,D,5.0,,,,,,1.0,,4.5,Parma,16,2014-15
12,33,Rispoli A.,Dif,D,5.5,,,,,,,,5.5,Parma,16,2014-15
13,21,Lodi F.,Cen,C,6.0,,,,,,,,6.0,Parma,16,2014-15
0,26,De Sanctis M.,Por,P,6.0,,,,,,,,6.0,Roma,16,2014-15
1,44,Manolas K.,Dif,D,6.5,,,,,,,,6.5,Roma,16,2014-15
2,2,Yanga Mbiwa M.,Dif,D,6.0,,,,,,,,6.0,Roma,16,2014-15
3,25,Holebas J.,Dif,D,5.5,,,,,,,,5.5,Roma,16,2014-15
4,13,Maicon D.,Dif,D,5.0,,,,,,1.0,,4.5,Roma,16,2014-15
5,20,Keita S.,Cen,C,6.0,,,,,,,,6.0,Roma,16,2014-15
6,24,Florenzi A.,Cen,C,5.5,,,,,,1.0,,5.0,Roma,16,2014-15
7,16,De Rossi D.,Cen,C,5.0,,,,,,1.0,,4.5,Roma,16,2014-15
8,4,Nainggolan R.,Cen,C,6.0,,,,,,,,6.0,Roma,16,2014-15
9,10,Totti F.,Att,A,5.0,,,,,,,,5.0,Roma,16,2014-15
10,27,Gervinho,Att,A,6.5,,,,,,,,6.5,Roma,16,2014-15
11,35,Torosidis V.,Dif,D,5.5,,,,,,,,5.5,Roma,16,2014-15
12,8,Ljajic A.,Att,A,5.5,,,,,,,,5.5,Roma,16,2014-15
13,22,Destro M.,Att,A,5.0,,,,,,1.0,,4.5,Roma,16,2014-15
0,33,Romero S.,Por,P,5.5,-2.0,,,,,,,3.5,Sampdoria,16,2014-15
1,3,Mesbah D.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,16,2014-15
