code,dots,giocatore,squadra,ruolo,fantavoto,voto,gol_fatti_subiti,ammonizioni,espulsioni,rigori_parati_segnati,autogol,portiere_imbattuto,yyss
5590,1,kessie f,atalanta,C,13.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,2016-17
2636,1,lukaku j,lazio,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6292,1,ntcham o,genoa,C,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
5777,1,kurtic j,atalanta,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6273,1,nainggolan r,roma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
3705,1,toloi r,atalanta,D,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6596,1,pulgar e,bologna,C,6.5,7.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1964,1,drame' b,atalanta,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6601,1,quaison r,palermo,C,5.0,5.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1957,1,dos santos c,crotone,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1996,1,emerson,roma,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5444,1,ionita a,cagliari,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6712,1,rincon t,genoa,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6389,1,paredes l,roma,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6934,1,strootman k,roma,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2428,1,hysaj e,napoli,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6055,1,mazzitelli l,sassuolo,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1817,1,danilo l,udinese,D,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2714,1,manolas k,roma,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6023,1,martella b,crotone,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1811,1,dani alves,juventus,D,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
150,1,cordaz a,crotone,P,6.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,2016-17
3875,1,zampano f,pescara,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6831,1,saponara r,empoli,C,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
1797,1,dainelli d,chievo,D,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2373,1,heurtaux t,udinese,D,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9714,1,zapata d,udinese,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5408,1,hetemaj p,chievo,C,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6892,1,spinazzola l,atalanta,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9495,1,stoian a,crotone,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6850,1,sensi s,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
2353,1,gyomber n,pescara,D,5.5,6.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
2376,1,hoedt w,lazio,D,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2016-17
1743,1,d'ambrosio d,inter,D,4.0,4.5,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
6070,1,medel g,inter,C,4.5,5.0,0.0,-0.5,0.0,0.0,0.0,0.0,2016-17
5949,1,magnanelli f,sassuolo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5960,1,maiello r,empoli,C,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9522,1,suso,milan,A,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
7006,1,taider s,bologna,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5429,1,hiljemark o,palermo,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6799,1,sanchez c,fiorentina,C,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5845,1,lemina m,juventus,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
1708,1,costa a,empoli,D,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
9470,1,simy s,crotone,A,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
4527,2,buchel m,empoli,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
5922,2,lulic s,lazio,C,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
6306,2,ntcham o,genoa,C,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
8470,2,krejci l,bologna,A,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17
